"24,25,33,42,57,89 | SS: 68",
"12,19,36,42,77,87 | SS: 86",
"36,43,44,49,78,82 | SS: 25",
"24,37,46,49,62,71 | SS: 31",
"1,35,52,56,64,70 | SS: 69",
"46,52,55,68,76,89 | SS: 51",
"3,8,28,45,55,58 | SS: 36",
"23,34,38,54,57,87 | SS: 10",
"2,39,66,76,86,87 | SS: 67",
"16,33,36,62,73,88 | SS: 68",
"8,43,51,56,57,87 | SS: 18",
"21,26,33,35,63,89 | SS: 20",
"1,15,45,48,60,80 | SS: 44",
"3,22,79,82,83,88 | SS: 39",
"3,19,40,49,60,82 | SS: 62",
"17,19,62,72,78,82 | SS: 54",
"6,11,29,65,87,90 | SS: 67",
"4,21,59,63,65,83 | SS: 4",
"37,42,52,80,86,88 | SS: 77",
"11,21,34,46,50,86 | SS: 5",
"9,26,27,49,54,76 | SS: 9",
"5,26,43,52,63,90 | SS: 2",
"14,28,64,69,84,90 | SS: 90",
"4,30,47,76,78,83 | SS: 65",
"10,17,42,59,61,80 | SS: 64",
"15,16,32,63,67,70 | SS: 88",
"11,16,43,59,87,90 | SS: 39",
"5,31,47,60,68,88 | SS: 38",
"13,25,27,52,66,75 | SS: 69",
"2,11,50,55,79,85 | SS: 31",
"19,34,37,40,66,69 | SS: 65",
"3,6,16,36,56,82 | SS: 35",
"8,42,51,62,80,84 | SS: 85",
"9,15,51,70,78,86 | SS: 77",
"13,37,58,66,67,88 | SS: 85",
"27,28,42,63,78,86 | SS: 33",
"49,61,63,77,87,88 | SS: 23",
"12,15,38,43,56,85 | SS: 42",
"27,32,52,59,69,90 | SS: 62",
"21,32,43,63,83,90 | SS: 54",
"14,27,45,47,52,84 | SS: 84",
"43,53,58,68,83,90 | SS: 4",
"1,10,20,28,47,55 | SS: 40",
"19,25,30,32,37,60 | SS: 3",
"7,29,38,49,66,70 | SS: 58",
"41,54,85,87,88,89 | SS: 74",
"1,13,28,33,37,65 | SS: 59",
"5,10,52,60,85,88 | SS: 5",
"16,22,30,40,51,77 | SS: 15",
"15,55,58,62,82,90 | SS: 40",
"7,10,46,47,73,89 | SS: 60",
"5,18,76,87,88,89 | SS: 44",
"19,20,32,51,63,79 | SS: 34",
"6,17,18,42,64,71 | SS: 15",
"8,22,61,65,69,74 | SS: 63",
"13,29,31,51,55,72 | SS: 31",
"1,28,57,75,82,83 | SS: 87",
"4,15,41,52,76,85 | SS: 11",
"5,8,21,49,66,90 | SS: 47",
"3,17,26,38,54,82 | SS: 32",
"9,20,47,58,65,78 | SS: 22",
"37,59,69,75,89,90 | SS: 69",
"11,25,37,67,75,85 | SS: 51",
"31,33,44,57,62,65 | SS: 70",
"20,38,76,82,84,87 | SS: 66",
"2,8,15,32,72,79 | SS: 80",
"33,51,53,59,66,68 | SS: 54",
"8,30,33,58,84,89 | SS: 53",
"16,33,59,65,69,73 | SS: 87",
"17,19,24,46,48,72 | SS: 82",
"15,49,63,79,85,86 | SS: 90",
"2,15,47,54,78,79 | SS: 77",
"15,16,54,64,66,72 | SS: 62",
"16,25,36,46,48,58 | SS: 15",
"11,22,23,26,32,77 | SS: 6",
"4,23,43,47,74,82 | SS: 9",
"13,23,63,67,68,81 | SS: 5",
"25,26,35,42,65,76 | SS: 84",
"35,39,41,69,70,74 | SS: 59",
"14,43,61,62,75,85 | SS: 29",
"33,34,37,50,68,82 | SS: 39",
"6,22,33,45,60,81 | SS: 33",
"13,18,37,48,63,67 | SS: 23",
"40,42,57,64,80,86 | SS: 57",
"6,12,22,25,29,62 | SS: 43",
"1,20,26,54,59,74 | SS: 62",
"15,26,32,48,66,84 | SS: 39",
"3,13,15,36,42,90 | SS: 83",
"30,47,48,60,67,90 | SS: 25",
"12,22,37,40,51,68 | SS: 38",
"2,23,29,51,79,84 | SS: 26",
"18,32,34,55,74,79 | SS: 36",
"7,20,28,36,55,69 | SS: 88",
"13,33,40,61,78,80 | SS: 51",
"6,8,16,42,84,87 | SS: 12",
"20,30,37,52,82,83 | SS: 52",
"6,16,21,27,33,66 | SS: 45",
"20,22,27,43,46,72 | SS: 61",
"6,10,24,63,66,89 | SS: 23",
"10,15,42,57,68,80 | SS: 68",
"7,32,41,59,75,76 | SS: 11",
"8,13,31,37,39,46 | SS: 65",
"17,28,57,66,67,71 | SS: 5",
"20,35,40,41,79,88 | SS: 35",
"1,12,24,42,65,67 | SS: 21",
"20,36,40,42,63,86 | SS: 4",
"4,15,34,37,47,73 | SS: 54",
"21,37,45,53,83,84 | SS: 41",
"31,35,52,59,60,75 | SS: 9",
"18,29,39,58,59,76 | SS: 37",
"7,26,31,34,52,54 | SS: 21",
"9,29,43,66,70,84 | SS: 1",
"15,16,21,49,50,83 | SS: 22",
"12,17,20,62,80,88 | SS: 28",
"1,7,10,40,52,59 | SS: 85",
"9,18,26,43,60,79 | SS: 35",
"38,50,53,56,65,76 | SS: 12",
"31,36,44,47,50,56 | SS: 46",
"7,45,55,60,81,89 | SS: 29",
"17,20,42,44,83,90 | SS: 37",
"37,49,66,75,77,82 | SS: 8",
"11,59,63,73,84,89 | SS: 27",
"4,5,31,35,46,80 | SS: 34",
"20,38,52,58,68,72 | SS: 79",
"25,35,47,70,79,87 | SS: 54",
"9,12,29,42,65,75 | SS: 86",
"5,33,40,45,79,90 | SS: 4",
"5,38,45,54,59,65 | SS: 17",
"10,29,33,55,65,72 | SS: 6",
"15,30,75,76,77,79 | SS: 73",
"9,28,40,77,79,81 | SS: 28",
"18,51,53,57,82,87 | SS: 18",
"8,12,13,14,51,83 | SS: 1",
"21,32,47,61,67,68 | SS: 69",
"35,41,53,60,65,80 | SS: 16",
"10,19,30,68,78,80 | SS: 74",
"32,56,64,65,87,90 | SS: 57",
"4,9,37,48,49,77 | SS: 39",
"1,21,43,51,81,88 | SS: 20",
"14,15,51,55,61,73 | SS: 79",
"33,52,57,72,76,81 | SS: 71",
"7,29,31,58,65,86 | SS: 61",
"19,26,56,74,77,82 | SS: 2",
"23,29,35,50,57,60 | SS: 32",
"12,29,52,61,72,79 | SS: 73",
"21,22,35,63,76,79 | SS: 60",
"7,16,17,50,52,74 | SS: 61",
"2,21,47,52,66,77 | SS: 73",
"4,5,8,22,48,83 | SS: 66",
"16,25,52,59,64,74 | SS: 74",
"11,21,44,67,77,80 | SS: 69",
"11,37,40,42,58,82 | SS: 5",
"11,25,39,48,51,71 | SS: 19",
"8,10,43,52,60,83 | SS: 61",
"4,8,37,44,86,88 | SS: 62",
"3,14,25,43,74,80 | SS: 80",
"9,28,36,50,66,90 | SS: 56",
"17,30,45,56,87,89 | SS: 76",
"44,48,55,67,82,90 | SS: 72",
"3,8,16,28,42,65 | SS: 63",
"3,32,36,43,62,80 | SS: 89",
"5,45,63,64,78,85 | SS: 89",
"23,30,37,44,57,80 | SS: 56",
"2,23,60,66,72,78 | SS: 53",
"5,14,54,55,66,78 | SS: 45",
"34,36,38,63,72,81 | SS: 63",
"1,6,9,32,68,85 | SS: 62",
"22,29,50,53,72,83 | SS: 85",
"26,28,32,50,79,87 | SS: 72",
"6,32,46,53,70,75 | SS: 9",
"15,20,23,69,72,81 | SS: 79",
"11,16,17,35,68,90 | SS: 47",
"16,21,33,50,57,89 | SS: 26",
"8,46,53,62,77,84 | SS: 38",
"22,25,45,46,48,88 | SS: 56",
"21,29,34,64,72,79 | SS: 82",
"3,20,29,49,65,82 | SS: 70",
"15,32,54,56,61,85 | SS: 63",
"16,24,45,68,72,81 | SS: 2",
"4,15,43,69,74,84 | SS: 36",
"13,26,40,55,65,86 | SS: 48",
"26,45,58,69,72,82 | SS: 49",
"20,36,55,69,80,85 | SS: 3",
"1,28,57,58,60,68 | SS: 31",
"10,15,23,54,73,74 | SS: 26",
"17,51,60,71,75,79 | SS: 85",
"9,35,44,50,73,78 | SS: 6",
"5,11,19,26,36,64 | SS: 78",
"13,40,48,67,69,85 | SS: 43",
"11,13,31,41,85,87 | SS: 37",
"8,35,41,43,57,80 | SS: 17",
"19,22,41,46,56,86 | SS: 56",
"1,13,18,47,68,75 | SS: 84",
"17,29,30,49,63,65 | SS: 27",
"7,11,17,28,29,50 | SS: 59",
"5,13,38,39,52,59 | SS: 90",
"39,43,58,73,83,86 | SS: 6",
"22,35,45,52,57,75 | SS: 12",
"34,45,59,66,70,78 | SS: 5",
"21,38,55,60,65,85 | SS: 71",
"12,17,20,54,61,80 | SS: 17",
"2,7,71,78,84,87 | SS: 56",
"26,41,51,62,66,85 | SS: 31",
"3,21,44,69,73,81 | SS: 12",
"5,15,61,75,82,86 | SS: 40",
"10,23,27,46,68,74 | SS: 31",
"16,29,31,73,76,82 | SS: 2",
"3,27,46,52,70,74 | SS: 4",
"9,28,49,65,76,81 | SS: 47",
"5,16,23,30,40,71 | SS: 56",
"4,21,37,45,50,79 | SS: 5",
"8,14,30,58,71,87 | SS: 79",
"1,7,23,47,68,69 | SS: 33",
"20,42,53,57,62,73 | SS: 89",
"1,11,39,59,68,74 | SS: 16",
"4,6,15,35,67,73 | SS: 35",
"16,29,39,55,63,86 | SS: 51",
"40,44,52,59,66,69 | SS: 14",
"14,35,41,51,84,85 | SS: 49",
"13,33,35,60,78,81 | SS: 52",
"6,7,57,61,79,89 | SS: 3",
"12,33,42,56,78,79 | SS: 79",
"33,38,46,59,65,73 | SS: 47",
"16,24,29,53,73,88 | SS: 50",
"1,10,26,40,64,88 | SS: 16",
"6,10,19,20,40,67 | SS: 87",
"17,35,70,71,74,82 | SS: 79",
"35,39,40,64,67,75 | SS: 5",
"18,33,49,76,80,84 | SS: 83",
"4,34,46,54,55,62 | SS: 82",
"10,29,37,49,56,57 | SS: 68",
"18,30,42,70,78,80 | SS: 84",
"23,45,49,71,80,82 | SS: 76",
"4,15,19,26,28,55 | SS: 2",
"4,14,17,18,26,45 | SS: 56",
"5,19,21,25,45,82 | SS: 43",
"21,37,40,46,69,80 | SS: 65",
"6,16,22,55,58,83 | SS: 32",
"7,9,38,68,78,80 | SS: 45",
"4,5,49,57,66,75 | SS: 77",
"5,9,26,62,77,79 | SS: 72",
"13,22,28,58,65,77 | SS: 24",
"7,17,30,39,41,67 | SS: 70",
"7,12,45,47,73,87 | SS: 72",
"15,24,31,70,83,84 | SS: 89",
"37,49,52,53,75,87 | SS: 30",
"1,3,35,42,55,61 | SS: 17",
"10,22,28,45,48,71 | SS: 84",
"16,17,38,39,68,84 | SS: 7",
"7,14,27,56,72,83 | SS: 3",
"23,27,28,31,69,89 | SS: 85",
"46,48,67,78,80,87 | SS: 56",
"6,15,36,42,67,78 | SS: 11",
"2,9,44,47,52,54 | SS: 18",
"9,29,35,47,53,85 | SS: 48",
"6,12,14,27,39,73 | SS: 66",
"4,15,37,48,55,69 | SS: 56",
"10,13,28,77,86,89 | SS: 1",
"4,16,38,70,86,88 | SS: 46",
"25,33,53,76,81,90 | SS: 72",
"7,31,38,52,61,75 | SS: 19",
"5,17,59,61,70,79 | SS: 11",
"8,55,67,73,74,89 | SS: 18",
"8,35,51,60,63,75 | SS: 58",
"12,15,19,24,46,73 | SS: 46",
"47,56,58,60,79,85 | SS: 65",
"29,38,47,61,68,86 | SS: 59",
"24,28,34,55,62,87 | SS: 38",
"24,29,36,43,50,51 | SS: 21",
"1,16,21,36,37,43 | SS: 44",
"17,19,28,41,49,86 | SS: 88",
"19,26,49,53,55,77 | SS: 57",
"9,32,41,43,44,84 | SS: 46",
"22,31,35,40,65,82 | SS: 51",
"18,39,45,48,53,64 | SS: 11",
"5,10,18,24,69,85 | SS: 50",
"1,2,61,69,70,82 | SS: 5",
"13,34,38,41,76,88 | SS: 17",
"13,35,37,58,60,88 | SS: 19",
"3,30,47,67,68,89 | SS: 46",
"7,18,20,32,45,55 | SS: 41",
"6,13,47,49,69,86 | SS: 2",
"6,24,37,55,76,82 | SS: 11",
"9,15,16,23,57,76 | SS: 56",
"2,9,39,52,67,76 | SS: 37",
"12,29,61,81,87,90 | SS: 77",
"21,30,32,62,78,80 | SS: 21",
"22,33,43,48,87,89 | SS: 75",
"26,32,39,40,57,65 | SS: 15",
"1,6,20,25,70,90 | SS: 45",
"1,6,25,42,75,80 | SS: 63",
"11,14,18,59,64,85 | SS: 84",
"10,16,47,51,80,85 | SS: 23",
"5,9,12,14,26,37 | SS: 29",
"36,39,45,50,62,66 | SS: 69",
"15,16,22,46,51,72 | SS: 29",
"22,25,31,79,87,90 | SS: 73",
"8,25,39,54,59,84 | SS: 14",
"15,22,38,51,60,74 | SS: 50",
"7,14,20,66,68,79 | SS: 60",
"35,37,50,75,77,81 | SS: 30",
"12,19,30,60,71,78 | SS: 6",
"15,33,48,49,56,88 | SS: 55",
"14,16,35,47,58,64 | SS: 20",
"5,19,21,33,61,90 | SS: 52",
"24,50,53,54,62,88 | SS: 72",
"9,26,57,66,81,83 | SS: 65",
"2,27,28,38,43,65 | SS: 72",
"15,17,38,40,45,65 | SS: 45",
"3,19,27,35,63,89 | SS: 57",
"34,39,45,51,60,89 | SS: 52",
"18,29,40,44,46,53 | SS: 39",
"27,35,42,48,56,65 | SS: 81",
"28,41,54,67,78,86 | SS: 6",
"5,19,27,35,40,82 | SS: 53",
"36,49,50,61,66,76 | SS: 87",
"7,8,19,33,40,48 | SS: 40",
"5,34,47,60,69,70 | SS: 21",
"36,39,46,58,63,77 | SS: 65",
"9,19,30,52,61,76 | SS: 30",
"28,52,56,62,66,72 | SS: 13",
"3,18,25,31,65,75 | SS: 65",
"7,37,42,57,59,87 | SS: 17",
"13,26,42,71,72,73 | SS: 30",
"10,37,42,69,72,86 | SS: 2",
"3,32,39,56,77,89 | SS: 82",
"2,4,13,45,51,77 | SS: 64",
"4,36,43,61,72,89 | SS: 29",
"8,15,20,52,54,72 | SS: 79",
"9,31,51,68,84,90 | SS: 41",
"28,29,43,59,70,79 | SS: 79",
"28,43,48,65,84,89 | SS: 2",
"11,38,51,58,62,63 | SS: 56",
"6,10,57,71,74,83 | SS: 40",
"2,11,13,45,66,72 | SS: 84",
"15,28,30,52,75,86 | SS: 32",
"16,19,41,72,78,82 | SS: 46",
"10,25,41,58,78,87 | SS: 33",
"22,37,57,62,83,90 | SS: 87",
"1,39,53,60,75,76 | SS: 8",
"7,27,73,77,78,89 | SS: 41",
"19,29,35,49,66,81 | SS: 87",
"9,27,67,80,87,89 | SS: 18",
"1,36,48,63,68,87 | SS: 36",
"12,33,44,71,72,80 | SS: 12",
"7,20,63,68,74,88 | SS: 11",
"1,32,48,58,68,75 | SS: 10",
"8,11,46,47,72,81 | SS: 80",
"10,20,21,29,34,44 | SS: 33",
"41,49,56,58,60,68 | SS: 79",
"14,62,64,66,76,87 | SS: 48",
"15,18,40,43,57,72 | SS: 12",
"6,43,48,60,75,85 | SS: 2",
"5,28,38,55,79,89 | SS: 26",
"37,38,44,45,60,65 | SS: 10",
"23,30,50,59,60,83 | SS: 86",
"4,13,20,51,69,82 | SS: 27",
"15,36,49,59,60,62 | SS: 20",
"10,11,15,19,47,78 | SS: 90",
"27,31,36,39,46,67 | SS: 88",
"1,7,37,43,63,81 | SS: 26",
"5,39,45,49,59,71 | SS: 9",
"24,38,81,86,88,89 | SS: 71",
"23,31,62,71,74,77 | SS: 80",
"9,21,27,41,45,53 | SS: 27",
"17,27,40,72,86,87 | SS: 2",
"53,73,75,83,84,85 | SS: 76",
"2,9,11,72,76,86 | SS: 79",
"27,37,42,44,76,83 | SS: 25",
"2,9,27,54,69,78 | SS: 62",
"10,14,25,43,54,65 | SS: 79",
"20,33,39,42,43,78 | SS: 49",
"1,3,41,55,84,85 | SS: 87",
"30,51,56,59,65,68 | SS: 40",
"40,43,56,59,63,88 | SS: 2",
"28,39,44,57,61,88 | SS: 26",
"10,30,52,53,66,87 | SS: 20",
"8,11,44,86,88,89 | SS: 8",
"42,45,52,65,70,85 | SS: 61",
"11,15,20,40,69,73 | SS: 48",
"21,24,25,61,73,74 | SS: 24",
"8,13,16,27,32,62 | SS: 31",
"58,68,70,74,76,89 | SS: 74",
"2,25,37,54,57,87 | SS: 77",
"6,37,64,71,85,87 | SS: 23",
"28,34,49,65,79,90 | SS: 80",
"1,6,10,61,63,64 | SS: 37",
"21,25,40,50,71,87 | SS: 18",
"1,6,24,36,82,83 | SS: 78",
"3,14,21,31,84,89 | SS: 68",
"14,22,36,47,59,61 | SS: 56",
"14,55,65,68,78,88 | SS: 82",
"28,37,41,44,52,84 | SS: 12",
"1,7,34,37,45,49 | SS: 57",
"14,16,47,49,53,56 | SS: 59",
"17,55,59,61,62,90 | SS: 72",
"53,64,72,74,87,89 | SS: 4",
"2,3,10,38,64,70 | SS: 39",
"3,4,31,80,81,87 | SS: 53",
"8,19,35,59,86,90 | SS: 53",
"12,27,43,48,63,66 | SS: 22",
"17,21,32,40,55,76 | SS: 4",
"44,54,56,63,76,77 | SS: 75",
"3,5,10,44,76,77 | SS: 71",
"5,15,39,72,76,80 | SS: 6",
"7,60,68,71,79,80 | SS: 68",
"7,20,21,31,67,89 | SS: 89",
"6,58,64,73,76,86 | SS: 45",
"1,30,36,49,75,85 | SS: 73",
"3,14,42,52,69,81 | SS: 3",
"12,16,40,46,47,83 | SS: 16",
"22,56,60,73,76,80 | SS: 4",
"5,6,29,59,68,74 | SS: 53",
"8,21,38,42,49,51 | SS: 58",
"11,19,61,62,75,76 | SS: 24",
"14,18,19,33,34,80 | SS: 19",
"7,32,33,36,45,47 | SS: 19",
"9,19,40,62,67,71 | SS: 58",
"21,40,62,66,73,85 | SS: 67",
"15,18,22,26,66,77 | SS: 78",
"7,9,70,72,77,86 | SS: 20",
"46,53,55,60,64,90 | SS: 72",
"8,14,25,59,60,88 | SS: 31",
"32,41,50,57,67,89 | SS: 90",
"21,28,38,42,66,88 | SS: 6",
"9,10,26,27,77,86 | SS: 23",
"1,11,12,15,20,83 | SS: 80",
"20,24,25,49,57,68 | SS: 53",
"2,25,34,67,73,77 | SS: 11",
"20,31,41,43,48,79 | SS: 46",
"22,27,51,55,77,86 | SS: 42",
"22,25,38,41,61,68 | SS: 3",
"6,21,56,63,81,85 | SS: 61",
"3,6,14,17,54,60 | SS: 78",
"4,23,52,65,79,88 | SS: 53",
"13,40,60,66,73,75 | SS: 49",
"7,17,19,38,66,71 | SS: 35",
"22,24,38,42,44,87 | SS: 13",
"7,48,58,60,86,87 | SS: 22",
"6,17,23,24,43,72 | SS: 30",
"6,45,61,82,84,88 | SS: 36",
"24,30,38,47,48,78 | SS: 57",
"11,34,44,64,75,82 | SS: 5",
"15,24,48,60,70,89 | SS: 17",
"37,43,68,72,76,85 | SS: 11",
"9,12,23,38,59,88 | SS: 18",
"10,48,70,75,79,83 | SS: 77",
"7,17,45,64,76,81 | SS: 72",
"35,59,64,65,68,73 | SS: 49",
"12,35,37,41,75,76 | SS: 13",
"6,31,44,57,73,77 | SS: 80",
"30,49,61,62,79,87 | SS: 48",
"11,15,17,37,54,89 | SS: 38",
"6,10,11,41,61,80 | SS: 47",
"13,19,47,70,77,83 | SS: 59",
"10,20,40,55,68,86 | SS: 76",
"9,47,50,67,73,74 | SS: 49",
"5,18,59,78,81,89 | SS: 9",
"35,42,49,63,68,78 | SS: 33",
"3,25,30,58,66,84 | SS: 55",
"15,22,24,33,38,71 | SS: 45",
"10,34,56,66,78,87 | SS: 29",
"6,19,48,51,73,89 | SS: 40",
"33,34,43,46,49,66 | SS: 78",
"32,33,37,53,77,79 | SS: 61",
"5,13,27,37,50,59 | SS: 47",
"4,13,16,21,23,50 | SS: 79",
"30,53,63,74,83,88 | SS: 27",
"1,23,63,79,82,89 | SS: 52",
"5,10,29,31,47,58 | SS: 44",
"21,26,28,35,65,77 | SS: 60",
"30,39,48,55,76,81 | SS: 11",
"36,38,57,62,64,81 | SS: 28",
"25,35,51,52,58,59 | SS: 71",
"14,22,27,47,68,77 | SS: 45",
"1,9,44,49,60,74 | SS: 38",
"36,48,67,77,85,87 | SS: 74",
"9,13,15,65,74,81 | SS: 24",
"9,15,29,59,64,74 | SS: 16",
"16,28,38,52,69,73 | SS: 47",
"6,24,38,52,84,87 | SS: 81",
"15,44,60,79,81,83 | SS: 64",
"31,33,40,43,47,80 | SS: 21",
"3,9,58,66,68,80 | SS: 77",
"3,15,16,21,31,80 | SS: 70",
"18,34,39,47,52,66 | SS: 69",
"24,32,41,56,76,80 | SS: 11",
"8,22,53,65,75,86 | SS: 44",
"14,52,53,54,55,86 | SS: 29",
"20,41,61,67,73,83 | SS: 83",
"27,30,49,68,74,88 | SS: 11",
"15,35,37,48,62,77 | SS: 50",
"22,38,74,81,84,89 | SS: 45",
"9,32,48,55,68,72 | SS: 68",
"15,43,51,59,64,74 | SS: 39",
"24,35,45,54,65,68 | SS: 9",
"5,21,48,63,83,86 | SS: 70",
"11,20,42,43,51,86 | SS: 87",
"2,22,27,42,52,89 | SS: 19",
"15,27,32,51,74,77 | SS: 22",
"5,8,22,38,50,55 | SS: 89",
"7,21,25,69,76,77 | SS: 74",
"32,41,63,71,76,89 | SS: 24",
"17,32,46,49,77,88 | SS: 19",
"6,18,23,33,57,71 | SS: 32",
"20,44,62,64,67,78 | SS: 40",
"24,61,65,67,71,90 | SS: 74",
"22,25,34,52,72,85 | SS: 71",
"13,24,44,47,66,80 | SS: 81",
"25,31,37,38,77,82 | SS: 8",
"29,41,43,46,51,81 | SS: 39",
"25,37,47,55,73,81 | SS: 5",
"21,26,28,54,80,85 | SS: 37",
"13,19,39,42,73,83 | SS: 11",
"26,29,32,48,65,79 | SS: 61",
"2,9,13,39,40,89 | SS: 43",
"2,20,25,67,78,80 | SS: 28",
"22,24,25,32,46,73 | SS: 62",
"10,14,17,32,45,87 | SS: 70",
"27,42,55,65,84,90 | SS: 64",
"21,34,35,48,63,82 | SS: 14",
"2,35,41,43,65,71 | SS: 50",
"8,22,31,53,59,86 | SS: 74",
"21,31,49,69,77,90 | SS: 22",
"4,12,20,32,56,88 | SS: 78",
"5,8,18,28,33,59 | SS: 83",
"7,34,48,50,53,67 | SS: 52",
"31,54,56,60,66,82 | SS: 13",
"2,12,16,27,74,78 | SS: 65",
"12,16,32,46,60,83 | SS: 52",
"34,37,52,55,56,66 | SS: 16",
"4,30,42,46,58,89 | SS: 88",
"19,32,36,55,71,81 | SS: 64",
"6,9,12,16,32,79 | SS: 40",
"1,5,25,34,38,66 | SS: 21",
"16,17,49,66,82,86 | SS: 67",
"17,24,25,35,66,73 | SS: 1",
"28,31,41,51,70,83 | SS: 24",
"11,56,63,66,68,72 | SS: 68",
"3,11,28,39,65,75 | SS: 51",
"28,29,38,43,62,71 | SS: 49",
"2,17,27,44,78,79 | SS: 1",
"7,14,24,43,44,90 | SS: 19",
"29,32,46,56,66,90 | SS: 89",
"8,31,34,44,56,77 | SS: 9",
"19,20,22,54,72,88 | SS: 56",
"7,25,28,62,80,87 | SS: 49",
"9,25,26,49,68,74 | SS: 59",
"20,23,45,66,83,87 | SS: 61",
"1,21,29,40,42,58 | SS: 70",
"15,25,26,29,38,39 | SS: 41",
"6,32,34,56,58,87 | SS: 88",
"8,49,62,65,83,88 | SS: 64",
"13,19,59,74,81,84 | SS: 51",
"5,25,42,51,71,84 | SS: 9",
"19,28,31,58,77,85 | SS: 88",
"7,44,47,51,52,85 | SS: 72",
"33,41,42,84,86,88 | SS: 79",
"3,5,15,39,45,80 | SS: 83",
"6,11,23,45,57,75 | SS: 45",
"2,5,13,19,54,89 | SS: 50",
"22,25,30,37,44,76 | SS: 74",
"11,13,19,34,49,52 | SS: 27",
"18,26,39,50,71,90 | SS: 35",
"62,66,68,70,75,83 | SS: 64",
"5,9,16,20,23,69 | SS: 46",
"27,34,42,59,72,76 | SS: 35",
"1,10,14,18,42,60 | SS: 35",
"1,38,39,40,50,83 | SS: 9",
"15,30,42,65,75,81 | SS: 85",
"19,26,35,44,49,65 | SS: 32",
"5,22,42,49,62,63 | SS: 36",
"6,35,37,46,59,86 | SS: 38",
"3,11,14,26,67,82 | SS: 59",
"4,9,55,68,80,84 | SS: 55",
"10,20,28,62,70,87 | SS: 26",
"26,33,41,51,80,84 | SS: 44",
"1,33,35,39,46,58 | SS: 48",
"4,20,64,65,69,79 | SS: 20",
"12,26,34,69,74,83 | SS: 68",
"4,5,31,56,57,59 | SS: 75",
"6,8,39,65,67,69 | SS: 7",
"3,28,31,43,53,59 | SS: 22",
"1,19,41,48,68,71 | SS: 45",
"27,28,32,40,49,72 | SS: 70",
"15,32,66,74,79,86 | SS: 54",
"12,17,32,64,81,84 | SS: 5",
"10,15,37,40,43,59 | SS: 67",
"11,18,41,50,63,74 | SS: 21",
"15,31,33,44,46,73 | SS: 3",
"10,16,18,34,39,45 | SS: 3",
"19,32,51,61,71,82 | SS: 35",
"13,21,23,33,48,86 | SS: 1",
"3,6,39,48,52,88 | SS: 6",
"19,30,44,48,58,72 | SS: 33",
"14,22,23,35,41,64 | SS: 14",
"25,58,66,78,81,88 | SS: 3",
"3,8,42,48,61,72 | SS: 34",
"18,33,43,60,61,78 | SS: 52",
"4,13,32,54,56,68 | SS: 25",
"4,37,38,53,73,79 | SS: 90",
"12,21,31,39,70,83 | SS: 59",
"29,50,55,56,76,81 | SS: 47",
"16,33,51,54,68,86 | SS: 82",
"32,40,51,61,75,76 | SS: 21",
"3,4,30,32,39,65 | SS: 66",
"8,21,24,54,68,70 | SS: 76",
"7,12,23,73,81,87 | SS: 8",
"9,25,34,39,54,64 | SS: 22",
"9,23,29,69,72,81 | SS: 79",
"3,37,39,44,68,72 | SS: 21",
"2,19,34,37,46,58 | SS: 69",
"9,15,30,37,44,72 | SS: 21",
"8,10,30,34,51,71 | SS: 27",
"5,9,13,15,50,64 | SS: 43",
"17,41,54,60,67,86 | SS: 12",
"21,24,31,32,56,83 | SS: 40",
"9,10,22,41,44,85 | SS: 51",
"37,44,52,58,74,78 | SS: 67",
"9,10,14,40,60,68 | SS: 9",
"29,47,57,59,67,87 | SS: 48",
"22,61,66,72,80,82 | SS: 79",
"3,7,20,55,75,80 | SS: 44",
"6,25,34,60,79,86 | SS: 81",
"19,23,53,58,61,82 | SS: 52",
"13,15,23,39,41,46 | SS: 42",
"3,14,19,28,70,80 | SS: 7",
"3,42,46,49,68,81 | SS: 81",
"24,54,58,65,81,89 | SS: 20",
"3,10,25,44,57,90 | SS: 68",
"4,24,25,28,31,68 | SS: 65",
"19,22,67,71,79,85 | SS: 13",
"1,38,47,52,56,66 | SS: 23",
"22,46,52,57,65,72 | SS: 2",
"7,31,44,63,80,83 | SS: 77",
"6,29,34,52,58,68 | SS: 12",
"6,42,52,72,85,89 | SS: 28",
"7,16,47,49,50,73 | SS: 41",
"9,24,28,37,44,81 | SS: 72",
"4,22,24,29,49,58 | SS: 8",
"2,38,49,64,81,89 | SS: 10",
"1,19,30,41,42,77 | SS: 32",
"23,42,46,54,58,79 | SS: 69",
"8,20,25,64,87,88 | SS: 34",
"25,28,36,45,48,86 | SS: 51",
"35,37,43,47,69,73 | SS: 47",
"10,15,16,30,36,71 | SS: 63",
"6,8,41,42,66,80 | SS: 11",
"4,15,26,27,72,82 | SS: 12",
"42,52,62,64,76,79 | SS: 56",
"21,29,30,43,46,63 | SS: 54",
"5,22,36,47,73,75 | SS: 78",
"17,20,54,62,69,88 | SS: 36",
"4,28,30,42,45,50 | SS: 55",
"17,25,32,38,43,48 | SS: 73",
"9,40,55,60,69,70 | SS: 70",
"2,11,42,73,76,90 | SS: 35",
"7,22,36,52,79,86 | SS: 51",
"5,36,62,64,66,67 | SS: 2",
"4,5,7,21,45,52 | SS: 37",
"6,18,22,25,26,47 | SS: 61",
"3,7,46,69,75,82 | SS: 28",
"7,10,62,63,77,86 | SS: 44",
"21,43,55,56,73,89 | SS: 2",
"17,43,60,71,86,88 | SS: 49",
"6,9,23,57,62,72 | SS: 22",
